location,chamber,surface_type,trigger,current_copy,defect,replacement,status,verification_result
repository scope,scope,exclusion,audit start,Git history; dist/; target/; .next/; Swift .build/; vendored/generated files; tests and fixtures that cannot reach runtime; docs not displayed by app or CLI,Not runtime communication.,Excluded,verified,Scope stated before editing and enforced by generator.
script/build_and_run.sh:121-128,developer,diagnostic log or stream,--logs and --telemetry,Apple unified-log stream,"The viewer is valid, but application coverage depends on explicit Atrium events.",Keep viewer and emit privacy-safe Atrium operation events.,verified,Source inspected and warnings-as-errors suite passed.
script/build_and_run.sh:174,user,maintainer CLI,rendered or emitted by the containing control or operation,$APP_NAME is running from $APP_BUNDLE.,None after audit.,$APP_NAME is running from $APP_BUNDLE.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
script/build_and_run.sh:179,user,maintainer CLI,rendered or emitted by the containing control or operation,$APP_NAME did not start within 10 seconds.,None after audit.,$APP_NAME did not start within 10 seconds.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
script/build_and_run.sh:213,user,maintainer CLI,rendered or emitted by the containing control or operation,Applied the installer window layout.,None after audit.,Applied the installer window layout.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
script/build_and_run.sh:215,user,maintainer CLI,rendered or emitted by the containing control or operation,Could not apply the installer window layout; shipping the plain disk image.,None after audit.,Could not apply the installer window layout; shipping the plain disk image.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
script/build_and_run.sh:231,user,maintainer CLI,rendered or emitted by the containing control or operation,Created $DMG_PATH and $STABLE_DMG_PATH.,None after audit.,Created $DMG_PATH and $STABLE_DMG_PATH.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
script/build_and_run.sh:33,user,maintainer CLI,rendered or emitted by the containing control or operation,usage: $0 [run|--debug|--logs|--telemetry|--verify|--package],None after audit.,usage: $0 [run|--debug|--logs|--telemetry|--verify|--package],blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
script/build_and_run.sh:48-159,developer,diagnostic log or stream,"build, sign, verify, package, debug, and log commands",Raw tool output or silence,"No stable operation, outcome, severity, or exit-code envelope around several commands.",operation=<step> outcome=<started|success|failure> exit_code=<code>; preserve raw tool output,blocked_user_owned_overlap,Source and real command behavior inspected; listed blocker prevents full output verification.
scripts/release.sh:102,user,maintainer CLI,rendered or emitted by the containing control or operation,Dry run complete. Would create $TAG with $VERSIONED_DMG and $STABLE_DMG.,None after audit.,Dry run complete. Would create $TAG with $VERSIONED_DMG and $STABLE_DMG.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:106,user,maintainer CLI,rendered or emitted by the containing control or operation,Creating GitHub Release $TAG.,None after audit.,Creating GitHub Release $TAG.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:115,user,maintainer CLI,rendered or emitted by the containing control or operation,Released Atrium $TAG.,None after audit.,Released Atrium $TAG.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:15,user,maintainer CLI,rendered or emitted by the containing control or operation,usage: $0 <version> [--dry-run] [--force],None after audit.,usage: $0 <version> [--dry-run] [--force],blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:19,user,maintainer CLI,rendered or emitted by the containing control or operation,Error: $*,None after audit.,Error: $*,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:31,user,maintainer CLI,rendered or emitted by the containing control or operation,Unknown option '$argument'.,None after audit.,Unknown option '$argument'.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:33,user,maintainer CLI,rendered or emitted by the containing control or operation,$VERSION,None after audit.,$VERSION,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:33,user,maintainer CLI,rendered or emitted by the containing control or operation,Pass one version only.,None after audit.,Pass one version only.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:39,user,maintainer CLI,rendered or emitted by the containing control or operation,$VERSION,None after audit.,$VERSION,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:39,user,maintainer CLI,rendered or emitted by the containing control or operation,Pass a version such as 0.6.0.,None after audit.,Pass a version such as 0.6.0.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:41,user,maintainer CLI,rendered or emitted by the containing control or operation,Version must use stable semantic versioning without a leading v.,None after audit.,Version must use stable semantic versioning without a leading v.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:48,user,maintainer CLI,rendered or emitted by the containing control or operation,GitHub CLI is required.,None after audit.,GitHub CLI is required.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:48-115,developer,diagnostic log or stream,release preflight and publishing commands,"Raw git, codesign, hdiutil, and gh output; some failures suppressed",State-changing operations lack stable operation/outcome fields; suppressed causes make the last completed step unclear.,"Structured version_update, git_commit, git_push, signature_verify, dmg_verify, and release_create events",blocked_user_owned_overlap,Source and real command behavior inspected; listed blocker prevents full output verification.
scripts/release.sh:49,user,maintainer CLI,rendered or emitted by the containing control or operation,Sign in first with 'gh auth login'.,None after audit.,Sign in first with 'gh auth login'.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:52,user,maintainer CLI,rendered or emitted by the containing control or operation,GitHub Release $TAG already exists.,None after audit.,GitHub Release $TAG already exists.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:56,user,maintainer CLI,rendered or emitted by the containing control or operation,Local tag $TAG already exists.,None after audit.,Local tag $TAG already exists.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:60,user,maintainer CLI,rendered or emitted by the containing control or operation,Remote tag $TAG already exists.,None after audit.,Remote tag $TAG already exists.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:63,user,maintainer CLI,rendered or emitted by the containing control or operation,$remote_tag_status,None after audit.,$remote_tag_status,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:63,user,maintainer CLI,rendered or emitted by the containing control or operation,Could not check remote tags.,None after audit.,Could not check remote tags.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:70,user,maintainer CLI,rendered or emitted by the containing control or operation,The worktree is not clean. Commit or stash changes first.,None after audit.,The worktree is not clean. Commit or stash changes first.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:74,user,maintainer CLI,rendered or emitted by the containing control or operation,Releases must be cut from main.,None after audit.,Releases must be cut from main.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:78,user,maintainer CLI,rendered or emitted by the containing control or operation,Preparing Atrium $TAG from ${CURRENT_BRANCH:-detached HEAD}.,None after audit.,Preparing Atrium $TAG from ${CURRENT_BRANCH:-detached HEAD}.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:81,user,maintainer CLI,rendered or emitted by the containing control or operation,"Dry run: the version file, Git history, tag, and release will not change.",None after audit.,"Dry run: the version file, Git history, tag, and release will not change.",blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:86,user,maintainer CLI,rendered or emitted by the containing control or operation,Could not update $VERSION_FILE.,None after audit.,Could not update $VERSION_FILE.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:93,user,maintainer CLI,rendered or emitted by the containing control or operation,Building the release disk images.,None after audit.,Building the release disk images.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:96,user,maintainer CLI,rendered or emitted by the containing control or operation,$VERSIONED_DMG,None after audit.,$VERSIONED_DMG,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:96,user,maintainer CLI,rendered or emitted by the containing control or operation,Expected $VERSIONED_DMG.,None after audit.,Expected $VERSIONED_DMG.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:97,user,maintainer CLI,rendered or emitted by the containing control or operation,$STABLE_DMG,None after audit.,$STABLE_DMG,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/release.sh:97,user,maintainer CLI,rendered or emitted by the containing control or operation,Expected $STABLE_DMG.,None after audit.,Expected $STABLE_DMG.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:100,user,maintainer CLI,rendered or emitted by the containing control or operation,installed_at=$(date -u +%Y-%m-%dT%H:%M:%SZ),None after audit.,installed_at=$(date -u +%Y-%m-%dT%H:%M:%SZ),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:101,user,maintainer CLI,rendered or emitted by the containing control or operation,source=$ROOT_DIR,None after audit.,source=$ROOT_DIR,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:109,user,maintainer CLI,rendered or emitted by the containing control or operation,Installed Atrium $VERSION from commit $SHORT_COMMIT.,None after audit.,Installed Atrium $VERSION from commit $SHORT_COMMIT.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:110,user,maintainer CLI,rendered or emitted by the containing control or operation,Receipt: $RECEIPT_FILE,None after audit.,Receipt: $RECEIPT_FILE,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:111,user,maintainer CLI,rendered or emitted by the containing control or operation,Open it with: open -n '$INSTALL_APP',None after audit.,Open it with: open -n '$INSTALL_APP',blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:19,user,maintainer CLI,rendered or emitted by the containing control or operation,Error: $*,None after audit.,Error: $*,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:24,user,maintainer CLI,rendered or emitted by the containing control or operation,$1,None after audit.,$1,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:24,user,maintainer CLI,rendered or emitted by the containing control or operation,'$1' is required.,None after audit.,'$1' is required.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:27,user,maintainer CLI,rendered or emitted by the containing control or operation,$(uname -s),None after audit.,$(uname -s),blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:27,user,maintainer CLI,rendered or emitted by the containing control or operation,This updater is for macOS.,None after audit.,This updater is for macOS.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:34,user,maintainer CLI,rendered or emitted by the containing control or operation,Atrium is running. Quit it before updating so an active recording is not interrupted.,None after audit.,Atrium is running. Quit it before updating so an active recording is not interrupted.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:43,user,maintainer CLI,rendered or emitted by the containing control or operation,Atrium local updater,None after audit.,Atrium local updater,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:44,user,maintainer CLI,rendered or emitted by the containing control or operation,  branch:  ${BRANCH:-detached HEAD},None after audit.,  branch:  ${BRANCH:-detached HEAD},blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:45,user,maintainer CLI,rendered or emitted by the containing control or operation,  commit:  $COMMIT,None after audit.,  commit:  $COMMIT,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:46,user,maintainer CLI,rendered or emitted by the containing control or operation,  version: $VERSION,None after audit.,  version: $VERSION,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:50,user,maintainer CLI,rendered or emitted by the containing control or operation,Working tree changes will be included in this local build:,None after audit.,Working tree changes will be included in this local build:,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:51,user,maintainer CLI,rendered or emitted by the containing control or operation,$WORKTREE_STATUS,None after audit.,$WORKTREE_STATUS,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:57,user,maintainer CLI,rendered or emitted by the containing control or operation,Building the current checkout...,None after audit.,Building the current checkout...,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:58-105,developer,diagnostic log or stream,"local build, install, receipt, and registration",Raw child output plus key=value receipt,The receipt contains an absolute source path with a username; ignored rollback or registration status can make confirmation misleading.,Keep key=value; add outcome and target; remove personal source path; verify rollback and registration before confirmation.,blocked_user_owned_overlap,Source and real command behavior inspected; listed blocker prevents full output verification.
scripts/update-local-macos.sh:60,user,maintainer CLI,rendered or emitted by the containing control or operation,$BUILD_APP,None after audit.,$BUILD_APP,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:60,user,maintainer CLI,rendered or emitted by the containing control or operation,The build did not produce $BUILD_APP.,None after audit.,The build did not produce $BUILD_APP.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:63,user,maintainer CLI,rendered or emitted by the containing control or operation,$BUILD_BINARY,None after audit.,$BUILD_BINARY,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:63,user,maintainer CLI,rendered or emitted by the containing control or operation,The build did not produce a main executable in $BUILD_APP.,None after audit.,The build did not produce a main executable in $BUILD_APP.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:66,user,maintainer CLI,rendered or emitted by the containing control or operation,The app artifact is older than this build attempt.,None after audit.,The app artifact is older than this build attempt.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:69,user,maintainer CLI,rendered or emitted by the containing control or operation,Installing $BUILD_APP,None after audit.,Installing $BUILD_APP,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:79,user,maintainer CLI,rendered or emitted by the containing control or operation,Could not move the new app into /Applications.,None after audit.,Could not move the new app into /Applications.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:85,user,maintainer CLI,rendered or emitted by the containing control or operation,The installed app failed code-signature verification. The previous app was restored.,None after audit.,The installed app failed code-signature verification. The previous app was restored.,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:92,user,maintainer CLI,rendered or emitted by the containing control or operation,$INSTALLED_NAME,None after audit.,$INSTALLED_NAME,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:92,user,maintainer CLI,rendered or emitted by the containing control or operation,"Installed app name is '$INSTALLED_NAME', not 'Atrium'.",None after audit.,"Installed app name is '$INSTALLED_NAME', not 'Atrium'.",blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:93,user,maintainer CLI,rendered or emitted by the containing control or operation,$INSTALLED_VERSION,None after audit.,$INSTALLED_VERSION,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:93,user,maintainer CLI,rendered or emitted by the containing control or operation,$VERSION,None after audit.,$VERSION,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:93,user,maintainer CLI,rendered or emitted by the containing control or operation,"Installed version is '$INSTALLED_VERSION', expected '$VERSION'.",None after audit.,"Installed version is '$INSTALLED_VERSION', expected '$VERSION'.",blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:97,user,maintainer CLI,rendered or emitted by the containing control or operation,commit=$COMMIT,None after audit.,commit=$COMMIT,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:98,user,maintainer CLI,rendered or emitted by the containing control or operation,branch=$BRANCH,None after audit.,branch=$BRANCH,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
scripts/update-local-macos.sh:99,user,maintainer CLI,rendered or emitted by the containing control or operation,version=$VERSION,None after audit.,version=$VERSION,blocked_runtime_not_exercised,Source inventoried and compiled; this exact runtime state was not exercised.
